timestamp,gt_x,gt_y,kf_x,kf_y,ekf_x,ekf_y,pf_x,pf_y
1480.871000,3.169727,-3.830610,-20.300815,5.576687,2.626234,-4.050594,3.181486,-3.880488
1481.171000,3.111128,-3.855734,-20.345302,5.597199,2.558687,-4.077243,3.123815,-3.929033
1481.371000,3.072735,-3.871648,-20.381182,5.617175,2.525397,-4.091085,3.065575,-3.936589
1481.571000,3.026498,-3.889188,-20.399245,5.643749,2.492828,-4.104240,3.002445,-3.912087
1481.771000,2.991745,-3.902856,-20.424099,5.644431,2.457787,-4.118268,3.027927,-4.016502
1482.071000,2.934551,-3.930346,-20.430017,5.617999,2.391469,-4.150114,2.953850,-3.994466
1482.171000,2.915455,-3.940896,-20.457066,5.610220,2.358542,-4.164899,2.923356,-4.012639
1482.371000,2.877897,-3.962184,-20.477902,5.605907,2.325427,-4.178117,2.873109,-4.036971
1482.571000,2.829819,-3.989628,-20.547307,5.618441,2.294136,-4.192548,2.851236,-4.071758
1482.771000,2.796984,-4.007349,-20.590650,5.606386,2.260581,-4.206757,2.807141,-4.097933
1483.071000,2.745728,-4.033815,-20.642989,5.589577,2.195347,-4.235903,2.755007,-4.082378
1483.371000,2.688197,-4.063918,-20.712344,5.619658,2.129758,-4.266820,2.680607,-4.129486
1483.571000,2.649901,-4.084645,-20.733891,5.617169,2.096152,-4.282525,2.671501,-4.160371
1483.771000,2.601210,-4.110191,-20.754485,5.623799,2.062896,-4.297575,2.608327,-4.187177
1483.971000,2.568934,-4.127220,-20.778589,5.630772,2.029647,-4.313330,2.592665,-4.211441
1484.271000,2.515642,-4.154962,-20.818994,5.649209,1.961842,-4.343188,2.547075,-4.215865
1484.571000,2.457858,-4.185165,-20.870923,5.655405,1.894563,-4.373896,2.468902,-4.250439
1484.771000,2.419627,-4.205192,-20.895338,5.653766,1.862117,-4.389689,2.415759,-4.279935
1484.971000,2.373731,-4.230090,-20.911761,5.681752,1.829074,-4.405504,2.376283,-4.274002
1485.171000,2.341905,-4.247715,-20.913379,5.722418,1.795796,-4.421426,2.343417,-4.346848
1485.471000,2.289031,-4.277179,-20.961706,5.712412,1.728805,-4.451379,2.294204,-4.321908
1485.571000,2.270708,-4.287217,-20.984893,5.711907,1.694827,-4.466484,2.271122,-4.357147
1485.771000,2.230475,-4.307263,-21.007083,5.720152,1.661304,-4.481458,2.235194,-4.381786
1485.971000,2.180285,-4.332539,-21.027800,5.727919,1.628619,-4.495407,2.180308,-4.402358
1486.171000,2.147877,-4.349292,-21.050353,5.739526,1.595476,-4.510691,2.154108,-4.410768
1486.471000,2.094752,-4.375981,-21.086148,5.788502,1.528166,-4.540516,2.112078,-4.421831
1486.771000,2.035827,-4.405823,-21.119512,5.828230,1.460990,-4.570938,2.052062,-4.464236
1486.971000,1.996264,-4.425472,-21.138926,5.844892,1.427257,-4.585645,1.984041,-4.505540
1487.171000,1.948365,-4.449970,-21.165908,5.858217,1.393747,-4.601041,1.924565,-4.493141
1487.371000,1.914988,-4.466890,-21.188418,5.866505,1.360082,-4.616232,1.889287,-4.519763
1487.671000,1.861369,-4.494735,-21.237219,5.883071,1.293033,-4.647339,1.840179,-4.564377
1487.971000,1.803105,-4.523891,-21.286331,5.881185,1.225525,-4.677438,1.759954,-4.621190
1488.171000,1.764381,-4.542447,-21.310239,5.905393,1.191444,-4.691828,1.655092,-4.673419
1488.371000,1.717958,-4.564828,-21.330596,5.919070,1.157664,-4.706676,1.607599,-4.673828
1488.571000,1.685803,-4.579706,-21.348787,5.926803,1.124981,-4.721070,1.560217,-4.701170
1488.871000,1.630302,-4.605014,-21.414027,5.901718,1.056834,-4.747804,1.597574,-4.718647
1488.971000,1.611195,-4.613608,-21.435705,5.899906,1.022067,-4.761336,1.578563,-4.690927
1489.171000,1.571893,-4.630426,-21.448972,5.908457,0.988648,-4.775307,1.522299,-4.670277
1489.371000,1.520369,-4.652361,-21.464979,5.925835,0.954550,-4.790020,1.482688,-4.708173
1489.571000,1.487260,-4.667541,-21.497267,5.955396,0.920873,-4.804828,1.455679,-4.737186
1489.871000,1.434637,-4.692186,-21.549537,5.961261,0.853101,-4.832284,1.420266,-4.755168
